source_node,target_node,similarity
3,1862,1.0
3,1152,1.0
3,3147,1.0
3,658,1.0
3,628,1.0
3,513,1.0
2830,3975,1.0
2830,24,1.0
2830,3,1.0
2830,627,1.0
2405,647,1.0
2405,3923,1.0
2405,1727,1.0
2405,1329,1.0
2405,3045,1.0
2405,2347,1.0
471,3400,1.0
471,1701,1.0
2060,646,1.0
2060,1790,1.0
2060,1331,1.0
2060,692,1.0
2060,1728,1.0
2060,2465,1.0
1924,1415,1.0
1924,2496,1.0
1924,3221,1.0
1924,2720,1.0
1924,3180,1.0
1924,3927,1.0
147,1924,1.0
147,658,1.0
2929,2409,1.0
2929,626,1.0
2929,2677,1.0
2929,3779,1.0
2929,1421,1.0
3539,784,1.0
3539,3681,1.0
3539,1433,1.0
3539,3836,1.0
3539,3298,1.0
3539,1094,1.0
3539,3389,1.0
3539,2198,1.0
2935,43,1.0
2935,3733,1.0
2677,1588,1.0
2677,3124,1.0
2677,1630,1.0
2677,3747,1.0
2677,1590,1.0
951,3539,1.0
951,2935,1.0
951,1684,1.0
951,3423,1.0
951,3945,1.0
951,2677,1.0
1893,2929,1.0
1893,951,1.0
2285,2290,1.0
2092,460,1.0
2092,1778,1.0
3326,2482,1.0
3326,730,1.0
3755,2648,1.0
3755,2323,1.0
3755,2618,1.0
3755,1234,1.0
3642,1186,1.0
3642,1043,1.0
3642,11,1.0
1839,2947,1.0
1839,1798,1.0
1839,3217,1.0
1839,3838,1.0
1839,2555,1.0
1839,924,1.0
1839,3045,1.0
1839,879,1.0
1920,1423,1.0
1920,1159,1.0
1904,1168,1.0
421,3289,1.0
421,2877,1.0
421,3489,1.0
95,3887,1.0
95,3966,1.0
95,2200,1.0
95,1881,1.0
213,421,1.0
213,268,1.0
213,2549,1.0
213,95,1.0
213,801,1.0
3613,3320,1.0
3613,2877,1.0
454,3613,1.0
976,1920,1.0
976,353,1.0
976,1309,1.0
976,454,1.0
3719,3219,1.0
3719,697,1.0
3719,2126,1.0
3719,2329,1.0
3719,1055,1.0
3719,1730,1.0
3719,3344,1.0
3719,687,1.0
3108,739,1.0
3108,2654,1.0
3108,907,1.0
3108,602,1.0
3108,2433,1.0
3108,1080,1.0
3108,662,1.0
3108,643,1.0
282,3119,1.0
282,3238,1.0
282,3719,1.0
282,3108,1.0
1122,971,1.0
1122,976,1.0
1122,282,1.0
3262,2280,1.0
1266,52,1.0
1266,760,1.0
1937,1459,1.0
1937,1754,1.0
1937,1314,1.0
1937,1733,1.0
2037,1567,1.0
2037,812,1.0
2037,2060,1.0
3397,3624,1.0
3397,483,1.0
3397,1699,1.0
3397,1891,1.0
1148,2037,1.0
1148,3397,1.0
1148,1248,1.0
1691,1148,1.0
2334,3614,1.0
2334,269,1.0
2821,3155,1.0
2821,318,1.0
52,1556,1.0
52,2821,1.0
52,2041,1.0
3304,2218,1.0
3304,1719,1.0
3304,433,1.0
3304,3794,1.0
3685,665,1.0
3685,3134,1.0
3685,2160,1.0
3685,3633,1.0
3685,2370,1.0
3685,3770,1.0
622,3304,1.0
622,2897,1.0
622,3685,1.0
622,849,1.0
1070,86,1.0
1070,622,1.0
1070,1361,1.0
3091,2660,1.0
1157,52,1.0
1157,1070,1.0
1157,3091,1.0
1157,3439,1.0
1882,1691,1.0
1882,2334,1.0
1882,1411,1.0
1882,1157,1.0
1882,1258,1.0
3119,789,1.0
3119,3541,1.0
3119,4,1.0
3119,2755,1.0
1930,273,1.0
1930,1238,1.0
2868,2451,1.0
2868,1632,1.0
2868,3257,1.0
2868,1118,1.0
2868,524,1.0
474,2868,1.0
474,2824,1.0
3419,547,1.0
3419,3270,1.0
3419,474,1.0
2597,1788,1.0
2597,1409,1.0
2597,1549,1.0
2597,3511,1.0
2905,3282,1.0
2905,2047,1.0
2905,3343,1.0
2905,3288,1.0
139,2905,1.0
139,1371,1.0
1901,1496,1.0
1901,473,1.0
556,2597,1.0
556,856,1.0
556,139,1.0
556,1901,1.0
556,3470,1.0
3266,1059,1.0
3266,126,1.0
3266,269,1.0
3266,1785,1.0
3266,531,1.0
3266,369,1.0
179,3266,1.0
2896,3120,1.0
2896,1356,1.0
2896,2609,1.0
2896,185,1.0
2896,3999,1.0
2896,2272,1.0
3939,1433,1.0
3939,1520,1.0
1811,1068,1.0
1811,151,1.0
894,144,1.0
894,2896,1.0
894,3939,1.0
894,3575,1.0
894,1811,1.0
1460,1690,1.0
1460,1809,1.0
1460,2543,1.0
150,3398,1.0
150,3035,1.0
150,3945,1.0
150,1631,1.0
3966,1433,1.0
49,1460,1.0
49,150,1.0
49,3966,1.0
3697,3989,1.0
3697,1922,1.0
3697,1837,1.0
3697,1330,1.0
3697,710,1.0
3697,2452,1.0
3092,894,1.0
3092,544,1.0
3698,3595,1.0
3698,1659,1.0
3698,473,1.0
3698,3092,1.0
3751,1726,1.0
3751,3906,1.0
3751,1939,1.0
915,232,1.0
915,99,1.0
915,2655,1.0
915,984,1.0
2158,481,1.0
2158,3853,1.0
1462,2346,1.0
1462,432,1.0
1462,1795,1.0
1433,3161,1.0
1433,2160,1.0
1433,2263,1.0
1433,3156,1.0
1433,1931,1.0
2275,3781,1.0
2275,3258,1.0
2275,2111,1.0
2275,116,1.0
2275,1736,1.0
2275,3926,1.0
2275,409,1.0
341,1462,1.0
341,606,1.0
341,1433,1.0
341,2275,1.0
341,3380,1.0
341,2659,1.0
2363,2479,1.0
2363,1543,1.0
2363,2567,1.0
2363,2877,1.0
3343,2826,1.0
3343,2512,1.0
3343,58,1.0
3343,3535,1.0
3343,1005,1.0
2125,3590,1.0
1981,2125,1.0
1175,3726,1.0
1175,1244,1.0
1104,2798,1.0
1104,2057,1.0
960,3373,1.0
960,1175,1.0
960,1104,1.0
3263,2218,1.0
3263,1870,1.0
3263,1981,1.0
3263,2072,1.0
3263,960,1.0
3477,650,1.0
3477,3263,1.0
3299,1987,1.0
2062,2889,1.0
2062,1617,1.0
2062,3910,1.0
2062,2275,1.0
2062,1082,1.0
2062,1933,1.0
1035,2495,1.0
1035,1865,1.0
1035,1850,1.0
1035,3356,1.0
1035,1828,1.0
751,3262,1.0
751,638,1.0
751,2487,1.0
1237,3299,1.0
1237,2164,1.0
1237,2062,1.0
1237,169,1.0
3512,949,1.0
3512,2201,1.0
3512,2349,1.0
3512,1820,1.0
3512,3915,1.0
1949,1804,1.0
1949,3733,1.0
1949,2225,1.0
651,2523,1.0
651,3910,1.0
651,3724,1.0
651,479,1.0
651,1435,1.0
1018,574,1.0
1018,2778,1.0
1018,2101,1.0
3064,614,1.0
3064,3085,1.0
29,1144,1.0
29,3512,1.0
29,1949,1.0
29,651,1.0
29,1018,1.0
29,3064,1.0
3439,623,1.0
3439,2151,1.0
3439,3854,1.0
3439,2069,1.0
1483,606,1.0
3664,616,1.0
3664,313,1.0
3664,3217,1.0
3664,2764,1.0
3664,1907,1.0
3664,455,1.0
3190,2488,1.0
3190,1552,1.0
3190,1375,1.0
163,3264,1.0
163,1301,1.0
163,526,1.0
163,1884,1.0
163,2683,1.0
163,3190,1.0
734,1286,1.0
734,163,1.0
734,411,1.0
2876,273,1.0
2876,1224,1.0
2876,3383,1.0
2876,29,1.0
2876,3439,1.0
2876,3043,1.0
2876,1603,1.0
3827,2577,1.0
3827,3354,1.0
172,741,1.0
1723,3787,1.0
1723,2508,1.0
1723,2857,1.0
1249,3988,1.0
1249,284,1.0
3918,1832,1.0
3918,612,1.0
1890,49,1.0
1890,260,1.0
1890,86,1.0
1890,3742,1.0
2962,1413,1.0
2962,1892,1.0
2962,586,1.0
2962,2493,1.0
3524,2361,1.0
3524,3526,1.0
3524,2101,1.0
3524,1536,1.0
3524,1373,1.0
3524,1541,1.0
3524,2789,1.0
2490,2307,1.0
2490,3808,1.0
2490,1468,1.0
2490,1678,1.0
1202,2962,1.0
1202,3524,1.0
1202,2490,1.0
3073,3374,1.0
3073,1321,1.0
3073,3320,1.0
3073,938,1.0
3073,2819,1.0
2119,3974,1.0
2119,1202,1.0
2119,3073,1.0
2412,3827,1.0
2412,1084,1.0
2412,700,1.0
2412,909,1.0
2412,2119,1.0
1861,3357,1.0
1861,846,1.0
1861,3309,1.0
1861,3405,1.0
3932,2756,1.0
3932,38,1.0
3932,1118,1.0
3932,785,1.0
3222,1290,1.0
3222,545,1.0
3222,171,1.0
3222,3926,1.0
2909,866,1.0
2909,615,1.0
2909,1292,1.0
2909,1079,1.0
2909,116,1.0
2909,319,1.0
2909,1939,1.0
3162,2528,1.0
3625,3010,1.0
3625,1728,1.0
3625,2081,1.0
2662,315,1.0
2662,15,1.0
2662,3656,1.0
2662,906,1.0
2662,1648,1.0
2662,260,1.0
1299,2318,1.0
1299,2912,1.0
1299,2521,1.0
1299,840,1.0
1299,2594,1.0
1299,261,1.0
1299,1990,1.0
2236,3679,1.0
2236,340,1.0
2236,566,1.0
2236,3834,1.0
852,422,1.0
852,353,1.0
852,1939,1.0
1525,1169,1.0
1525,579,1.0
1525,1428,1.0
1525,1979,1.0
1525,300,1.0
1525,2098,1.0
535,2722,1.0
535,1299,1.0
535,2236,1.0
535,852,1.0
535,1525,1.0
592,2662,1.0
592,535,1.0
592,1700,1.0
592,2428,1.0
592,1880,1.0
592,783,1.0
1330,2909,1.0
1330,3162,1.0
1330,1953,1.0
1330,3625,1.0
1330,319,1.0
1330,592,1.0
2798,3993,1.0
2798,3281,1.0
2798,1051,1.0
1585,3650,1.0
1492,2872,1.0
1492,3214,1.0
1492,1569,1.0
517,1312,1.0
517,1492,1.0
1463,1330,1.0
1463,2798,1.0
1463,1585,1.0
1463,517,1.0
1685,405,1.0
1685,3684,1.0
1685,3304,1.0
1685,2818,1.0
1685,2351,1.0
1685,2644,1.0
1685,678,1.0
1685,54,1.0
2502,776,1.0
2502,3516,1.0
2502,2613,1.0
2502,3773,1.0
2502,1529,1.0
2502,296,1.0
2502,713,1.0
1010,1920,1.0
1010,1357,1.0
1010,2925,1.0
1010,1547,1.0
1010,331,1.0
1010,520,1.0
1010,212,1.0
1010,416,1.0
2587,1748,1.0
2587,3703,1.0
2587,331,1.0
2587,3177,1.0
143,3836,1.0
143,2502,1.0
143,1010,1.0
143,2587,1.0
1979,3025,1.0
1979,994,1.0
1979,1142,1.0
1979,3544,1.0
1979,1973,1.0
1243,1685,1.0
1243,143,1.0
1243,3758,1.0
1243,1979,1.0
1243,2946,1.0
2883,75,1.0
2883,3424,1.0
2883,242,1.0
2883,2845,1.0
2883,960,1.0
2883,26,1.0
2883,1315,1.0
1881,724,1.0
540,1881,1.0
1578,63,1.0
1578,2908,1.0
1578,890,1.0
1578,342,1.0
1578,65,1.0
1578,1266,1.0
1578,3906,1.0
1473,540,1.0
1473,1578,1.0
2368,3222,1.0
2368,3083,1.0
2368,2235,1.0
2368,1473,1.0
3591,2299,1.0
3591,2325,1.0
3591,3278,1.0
3591,223,1.0
2440,1580,1.0
2440,1242,1.0
2440,2760,1.0
1325,2440,1.0
3353,2847,1.0
3353,5,1.0
3353,2932,1.0
3353,1334,1.0
2791,2772,1.0
2791,1771,1.0
3950,2166,1.0
3950,632,1.0
3950,3121,1.0
723,2449,1.0
723,179,1.0
723,3337,1.0
723,530,1.0
723,103,1.0
723,2336,1.0
723,1270,1.0
2526,2579,1.0
2526,2346,1.0
2526,651,1.0
2526,2822,1.0
2526,3917,1.0
348,3950,1.0
348,2525,1.0
348,723,1.0
348,2526,1.0
1526,1886,1.0
1526,3149,1.0
1526,1396,1.0
1968,2896,1.0
1968,651,1.0
1968,3431,1.0
1270,1526,1.0
1270,1968,1.0
1465,1097,1.0
1465,348,1.0
1465,892,1.0
1465,1270,1.0
3320,1900,1.0
3320,3423,1.0
3320,2486,1.0
3320,668,1.0
3243,3691,1.0
3011,2627,1.0
3011,1380,1.0
3011,2686,1.0
3011,3338,1.0
3011,1386,1.0
3011,380,1.0
1593,3422,1.0
1593,3320,1.0
1593,3243,1.0
1593,153,1.0
1593,227,1.0
1593,3011,1.0
1593,1395,1.0
1593,1263,1.0
451,1461,1.0
451,1325,1.0
451,1838,1.0
451,2090,1.0
2305,3161,1.0
2305,1053,1.0
175,1482,1.0
175,451,1.0
175,2305,1.0
639,3464,1.0
639,3302,1.0
639,3700,1.0
639,2919,1.0
639,3178,1.0
3690,2400,1.0
2427,348,1.0
2427,1607,1.0
2427,2604,1.0
2427,2294,1.0
2427,3847,1.0
46,3690,1.0
46,2427,1.0
1126,2687,1.0
1126,731,1.0
1126,143,1.0
1126,1622,1.0
1126,1208,1.0
590,3920,1.0
590,1270,1.0
590,919,1.0
498,1760,1.0
498,639,1.0
498,46,1.0
498,2129,1.0
498,2510,1.0
498,563,1.0
498,1126,1.0
498,590,1.0
116,1952,1.0
116,3045,1.0
786,2851,1.0
786,1469,1.0
360,2435,1.0
360,2320,1.0
3929,2838,1.0
3929,3059,1.0
3929,2369,1.0
3929,2324,1.0
3929,596,1.0
3585,392,1.0
3585,279,1.0
3585,2697,1.0
3372,3585,1.0
830,701,1.0
830,513,1.0
830,1040,1.0
830,938,1.0
830,467,1.0
830,2813,1.0
830,343,1.0
3733,3903,1.0
3733,1101,1.0
3733,330,1.0
3733,3832,1.0
3733,1754,1.0
3733,1730,1.0
3733,1679,1.0
516,830,1.0
516,452,1.0
516,3733,1.0
516,2703,1.0
1387,1738,1.0
1387,2347,1.0
1387,516,1.0
1562,1951,1.0
1562,2036,1.0
1562,2103,1.0
3691,2564,1.0
3691,2556,1.0
1261,2523,1.0
1261,1562,1.0
1261,3691,1.0
1261,2777,1.0
1261,409,1.0
1316,1859,1.0
1316,1343,1.0
1316,2510,1.0
1316,3932,1.0
1316,915,1.0
1316,1547,1.0
1316,2045,1.0
366,1316,1.0
2086,1597,1.0
2086,222,1.0
2086,3958,1.0
2519,2861,1.0
2519,1177,1.0
2519,2576,1.0
2519,753,1.0
842,1559,1.0
842,3297,1.0
3534,3955,1.0
1274,888,1.0
1274,1090,1.0
1274,1038,1.0
1274,1571,1.0
1274,1753,1.0
3511,3132,1.0
614,3662,1.0
614,445,1.0
614,1322,1.0
614,842,1.0
614,3534,1.0
614,1274,1.0
614,3511,1.0
1405,3519,1.0
1405,1290,1.0
1405,614,1.0
3208,1642,1.0
3208,639,1.0
3208,1730,1.0
3208,605,1.0
3208,3929,1.0
3208,3893,1.0
3212,354,1.0
3212,90,1.0
3212,2023,1.0
3212,3249,1.0
3212,3482,1.0
3212,2749,1.0
1073,3212,1.0
2294,605,1.0
2294,1861,1.0
2294,1645,1.0
2294,977,1.0
2294,245,1.0
2294,2547,1.0
2294,1907,1.0
3788,1397,1.0
3788,731,1.0
3788,1159,1.0
698,2831,1.0
698,1422,1.0
698,3823,1.0
698,2577,1.0
2932,3154,1.0
2932,333,1.0
2932,3736,1.0
1629,1073,1.0
1629,2294,1.0
1629,941,1.0
1629,3788,1.0
1629,357,1.0
1536,906,1.0
1536,3224,1.0
1536,2801,1.0
1536,732,1.0
1536,3233,1.0
1536,2705,1.0
1613,2787,1.0
1613,2721,1.0
3958,640,1.0
3958,1769,1.0
3958,2019,1.0
3958,51,1.0
1380,1536,1.0
1380,1613,1.0
1380,3958,1.0
1802,1405,1.0
1802,3208,1.0
1802,1701,1.0
1802,1629,1.0
1802,1380,1.0
1802,5,1.0
1802,2176,1.0
1082,3991,1.0
1082,1611,1.0
1082,452,1.0
1082,2898,1.0
610,1671,1.0
15,3384,1.0
15,1082,1.0
15,577,1.0
15,610,1.0
15,3949,1.0
507,3933,1.0
507,15,1.0
507,1677,1.0
507,2517,1.0
3316,2625,1.0
3316,1129,1.0
1426,951,1.0
1426,363,1.0
1467,3521,1.0
1467,312,1.0
2234,108,1.0
3400,3323,1.0
3400,2640,1.0
3400,1327,1.0
3400,2444,1.0
2277,3450,1.0
2277,1681,1.0
2277,1086,1.0
2277,642,1.0
1031,974,1.0
1031,530,1.0
1031,3400,1.0
1031,2277,1.0
1877,788,1.0
1877,3069,1.0
1877,3834,1.0
1877,2362,1.0
1026,1866,1.0
1026,122,1.0
1026,2175,1.0
1026,1214,1.0
256,3240,1.0
256,1484,1.0
256,2845,1.0
256,2725,1.0
256,1026,1.0
2469,3718,1.0
2469,2202,1.0
2469,2088,1.0
2469,2673,1.0
3934,2400,1.0
3934,1238,1.0
3934,2622,1.0
1286,1031,1.0
1286,2534,1.0
1286,1877,1.0
1286,256,1.0
1286,2469,1.0
1286,3934,1.0
3303,844,1.0
3303,3412,1.0
3303,752,1.0
1225,3303,1.0
1225,3926,1.0
1225,3577,1.0
1859,1802,1.0
1859,1286,1.0
1859,1225,1.0
1340,3313,1.0
1340,55,1.0
1314,2263,1.0
1314,2235,1.0
1314,1340,1.0
1509,1490,1.0
1509,493,1.0
1509,3883,1.0
2690,2820,1.0
2690,3528,1.0
2690,761,1.0
2690,1554,1.0
1208,393,1.0
1208,1290,1.0
1208,757,1.0
1208,3224,1.0
1208,1903,1.0
1208,1473,1.0
1208,112,1.0
3121,2756,1.0
3121,3080,1.0
3121,1898,1.0
3121,2653,1.0
2252,3074,1.0
2252,888,1.0
2252,2546,1.0
2252,2799,1.0
2252,1961,1.0
2252,54,1.0
3662,2566,1.0
3662,712,1.0
3662,1375,1.0
3662,57,1.0
3662,1689,1.0
3662,277,1.0
3999,2252,1.0
3999,149,1.0
3999,151,1.0
726,3999,1.0
726,299,1.0
966,3536,1.0
966,3864,1.0
966,3169,1.0
966,171,1.0
3701,305,1.0
3701,3774,1.0
3701,1998,1.0
3701,1192,1.0
3701,2594,1.0
888,1950,1.0
888,966,1.0
888,3701,1.0
721,1476,1.0
721,1975,1.0
619,874,1.0
619,3994,1.0
619,1050,1.0
619,3484,1.0
619,2768,1.0
619,721,1.0
2045,3185,1.0
2045,657,1.0
2045,3288,1.0
1540,912,1.0
1540,3824,1.0
2444,1387,1.0
2444,1261,1.0
2444,366,1.0
2444,3579,1.0
2444,2210,1.0
2444,1989,1.0
2707,1318,1.0
2707,3642,1.0
2707,2755,1.0
2707,82,1.0
2707,593,1.0
3776,2913,1.0
3776,3956,1.0
3776,848,1.0
3319,624,1.0
3319,2868,1.0
3319,2796,1.0
2200,2707,1.0
2200,941,1.0
2838,2310,1.0
2838,499,1.0
2838,185,1.0
2838,3122,1.0
3606,3304,1.0
3606,2935,1.0
3606,96,1.0
99,2838,1.0
99,3852,1.0
99,396,1.0
99,3606,1.0
99,53,1.0
3705,2649,1.0
3705,2066,1.0
3705,333,1.0
3705,429,1.0
3705,2617,1.0
3705,2742,1.0
1923,245,1.0
1923,675,1.0
1954,977,1.0
1954,3277,1.0
1954,2868,1.0
1954,1305,1.0
3085,1337,1.0
3085,228,1.0
3085,3097,1.0
3085,715,1.0
882,1954,1.0
882,3085,1.0
882,203,1.0
3909,3385,1.0
3909,2474,1.0
3909,3936,1.0
3909,513,1.0
3897,2429,1.0
3897,1559,1.0
3145,3486,1.0
3145,2354,1.0
3145,1468,1.0
3145,2971,1.0
881,2194,1.0
881,1692,1.0
3680,3774,1.0
246,3680,1.0
708,645,1.0
708,673,1.0
708,3390,1.0
708,3813,1.0
708,3340,1.0
708,1608,1.0
708,2848,1.0
594,246,1.0
594,708,1.0
594,452,1.0
2946,2579,1.0
2946,953,1.0
2946,656,1.0
2946,2016,1.0
2946,2002,1.0
2946,108,1.0
2946,2093,1.0
1479,2831,1.0
818,3145,1.0
818,881,1.0
818,594,1.0
818,2946,1.0
818,1479,1.0
862,3363,1.0
862,818,1.0
3631,3416,1.0
3631,422,1.0
3631,3011,1.0
2434,305,1.0
2434,902,1.0
2434,882,1.0
2434,3309,1.0
2434,1446,1.0
891,2154,1.0
891,3691,1.0
891,3015,1.0
891,1569,1.0
839,613,1.0
839,43,1.0
554,891,1.0
554,839,1.0
1133,2385,1.0
1133,3559,1.0
1133,184,1.0
977,1133,1.0
3127,725,1.0
2773,1576,1.0
2773,89,1.0
2773,655,1.0
3783,3965,1.0
3783,644,1.0
3783,3283,1.0
1650,476,1.0
1650,2665,1.0
63,3127,1.0
63,2773,1.0
63,3783,1.0
63,1650,1.0
1060,1912,1.0
1060,3841,1.0
1060,132,1.0
1060,3735,1.0
1060,2689,1.0
1060,1353,1.0
957,1120,1.0
957,1060,1.0
957,3793,1.0
957,3689,1.0
2293,977,1.0
2293,63,1.0
2293,957,1.0
2293,745,1.0
3375,3909,1.0
3375,5,1.0
3375,3897,1.0
3375,3041,1.0
3666,99,1.0
3666,3705,1.0
3055,1442,1.0
3055,3359,1.0
3055,1739,1.0
3055,2973,1.0
3055,1048,1.0
3055,2957,1.0
3055,2880,1.0
1485,8,1.0
1485,2415,1.0
3173,3704,1.0
3173,1620,1.0
3173,2010,1.0
3084,3975,1.0
2122,3556,1.0
2122,1142,1.0
2122,2303,1.0
1139,2122,1.0
1772,1854,1.0
1772,1216,1.0
1772,703,1.0
1772,3253,1.0
1772,1148,1.0
1772,336,1.0
1772,1549,1.0
1772,1033,1.0
1688,3430,1.0
1559,1218,1.0
1559,1772,1.0
1559,319,1.0
1559,1688,1.0
1818,1506,1.0
1818,61,1.0
1818,2426,1.0
3582,2852,1.0
3582,2171,1.0
3582,3347,1.0
3582,1851,1.0
3368,3963,1.0
3368,2316,1.0
416,2140,1.0
416,669,1.0
416,1738,1.0
416,3673,1.0
416,1410,1.0
3519,3785,1.0
3519,3874,1.0
1801,917,1.0
1801,1820,1.0
1801,2670,1.0
1801,1703,1.0
2851,3552,1.0
2851,2209,1.0
2851,2834,1.0
2851,1686,1.0
2851,2254,1.0
3819,3120,1.0
3819,3346,1.0
3819,3266,1.0
3819,333,1.0
2447,1253,1.0
2447,3368,1.0
2447,416,1.0
2447,187,1.0
1108,886,1.0
1108,2622,1.0
1108,3572,1.0
1108,3029,1.0
1108,2990,1.0
1987,2771,1.0
1987,3270,1.0
1987,3945,1.0
1987,934,1.0
1987,2432,1.0
1987,2950,1.0
319,1108,1.0
319,3427,1.0
319,1987,1.0
3574,2192,1.0
3574,167,1.0
3574,1377,1.0
3574,1341,1.0
2235,2168,1.0
1478,3133,1.0
1478,654,1.0
1478,612,1.0
1478,1248,1.0
2245,2328,1.0
2245,3662,1.0
2245,3160,1.0
2245,2584,1.0
240,3574,1.0
240,2235,1.0
240,1478,1.0
240,2245,1.0
479,946,1.0
479,319,1.0
479,240,1.0
1914,3885,1.0
1914,1931,1.0
402,1914,1.0
3555,3768,1.0
3555,2514,1.0
3555,1019,1.0
3555,1104,1.0
3555,1006,1.0
1427,3217,1.0
1427,2819,1.0
1556,1792,1.0
1556,1862,1.0
1556,968,1.0
1556,587,1.0
1556,855,1.0
3983,1749,1.0
3983,618,1.0
3983,27,1.0
3983,855,1.0
3983,1323,1.0
1004,1348,1.0
2530,883,1.0
2530,378,1.0
2530,1470,1.0
2530,2220,1.0
2530,3456,1.0
3830,402,1.0
3830,3356,1.0
3830,3172,1.0
2263,1556,1.0
2263,1321,1.0
2263,2530,1.0
2263,3830,1.0
3815,315,1.0
3815,3624,1.0
3815,966,1.0
1357,3815,1.0
1632,346,1.0
2281,1238,1.0
2281,1151,1.0
478,3279,1.0
478,2643,1.0
478,3900,1.0
1661,3124,1.0
1661,213,1.0
2799,2747,1.0
2799,233,1.0
2799,2212,1.0
553,3381,1.0
553,2799,1.0
553,745,1.0
1551,3399,1.0
1551,3007,1.0
1551,3011,1.0
3749,2334,1.0
3749,1018,1.0
3749,1233,1.0
1909,239,1.0
1909,1398,1.0
1909,2816,1.0
1909,1126,1.0
1909,1373,1.0
1909,2147,1.0
1804,1952,1.0
1053,585,1.0
1053,3851,1.0
1053,1729,1.0
1053,905,1.0
3149,625,1.0
3149,3553,1.0
3149,438,1.0
3149,1967,1.0
3149,416,1.0
3149,195,1.0
1892,2302,1.0
1892,1786,1.0
1892,3387,1.0
1892,2368,1.0
1049,3149,1.0
1049,1892,1.0
1423,1822,1.0
1423,615,1.0
3047,3581,1.0
3047,3342,1.0
3047,2779,1.0
3047,1693,1.0
3047,3243,1.0
2358,3502,1.0
2358,1453,1.0
2358,3317,1.0
2478,1715,1.0
2478,1316,1.0
2478,1654,1.0
2478,1283,1.0
2478,2918,1.0
2478,2546,1.0
2478,3042,1.0
1301,1049,1.0
1301,1423,1.0
1301,3047,1.0
1301,2358,1.0
1301,2478,1.0
3338,451,1.0
3338,3258,1.0
3338,168,1.0
1312,1551,1.0
1312,34,1.0
1312,3749,1.0
1312,790,1.0
1312,1301,1.0
1312,3338,1.0
1312,3196,1.0
3859,902,1.0
3859,1940,1.0
3859,2490,1.0
1211,2229,1.0
1211,3859,1.0
2258,1402,1.0
2258,553,1.0
2258,1312,1.0
2258,1211,1.0
3976,770,1.0
3976,2627,1.0
3976,647,1.0
3976,103,1.0
3976,2732,1.0
3976,2547,1.0
3976,40,1.0
1512,115,1.0
1512,2778,1.0
1512,2690,1.0
3965,2755,1.0
2359,3593,1.0
2359,3014,1.0
2359,2698,1.0
706,3769,1.0
706,2359,1.0
706,3233,1.0
706,1781,1.0
706,3630,1.0
2461,2597,1.0
2461,2727,1.0
2461,1159,1.0
2461,263,1.0
1209,3028,1.0
1209,3433,1.0
1209,1843,1.0
1209,1961,1.0
1209,447,1.0
1209,1554,1.0
1209,879,1.0
292,2461,1.0
292,1575,1.0
292,1209,1.0
3835,1901,1.0
3835,3425,1.0
921,452,1.0
921,2996,1.0
2967,3835,1.0
2967,921,1.0
3000,1719,1.0
3000,354,1.0
2692,2730,1.0
2692,866,1.0
2692,3442,1.0
2812,2314,1.0
2812,2824,1.0
2812,1221,1.0
2257,2629,1.0
2257,2567,1.0
2257,3206,1.0
2257,3504,1.0
2257,254,1.0
2257,2187,1.0
1767,3000,1.0
1767,3148,1.0
1767,2692,1.0
1767,2812,1.0
1767,2257,1.0
1767,1448,1.0
1511,2170,1.0
745,825,1.0
745,1511,1.0
745,113,1.0
3177,1677,1.0
3177,2779,1.0
3177,2319,1.0
1447,2092,1.0
1447,3642,1.0
1447,1839,1.0
1447,1122,1.0
382,1447,1.0
1055,3552,1.0
1055,2822,1.0
446,1055,1.0
446,3894,1.0
446,3012,1.0
446,2279,1.0
3414,1883,1.0
3414,152,1.0
3414,1678,1.0
3414,484,1.0
2931,3270,1.0
2931,660,1.0
2931,2949,1.0
2064,1447,1.0
2064,3262,1.0
2064,1266,1.0
2401,1909,1.0
2401,3711,1.0
2401,138,1.0
2401,2578,1.0
2401,1419,1.0
241,2064,1.0
241,3036,1.0
241,2401,1.0
1187,3365,1.0
1187,1904,1.0
1187,3875,1.0
1187,3853,1.0
1187,206,1.0
497,486,1.0
497,250,1.0
497,1187,1.0
497,1397,1.0
497,1764,1.0
1607,3890,1.0
1607,3486,1.0
1607,1919,1.0
1607,678,1.0
3202,1894,1.0
3202,3364,1.0
3202,1086,1.0
3202,1230,1.0
3202,1957,1.0
1873,883,1.0
1873,2430,1.0
1873,839,1.0
1873,1411,1.0
1873,1603,1.0
2818,2208,1.0
2818,1533,1.0
2818,1282,1.0
2818,985,1.0
1569,1953,1.0
1569,1878,1.0
1569,2407,1.0
2682,1205,1.0
1694,3015,1.0
1694,2058,1.0
3692,1717,1.0
3692,816,1.0
3960,3023,1.0
3881,3326,1.0
3881,2989,1.0
3881,1740,1.0
3881,676,1.0
220,3836,1.0
220,152,1.0
220,3881,1.0
220,1411,1.0
220,741,1.0
220,1393,1.0
2415,3817,1.0
2415,3018,1.0
2415,3974,1.0
2415,539,1.0
2415,3173,1.0
1985,3494,1.0
1985,220,1.0
1985,2415,1.0
3075,2639,1.0
2072,3960,1.0
2072,956,1.0
2072,1985,1.0
2072,3075,1.0
2072,760,1.0
1989,2252,1.0
1989,1677,1.0
1989,1540,1.0
3648,989,1.0
3648,490,1.0
3648,3037,1.0
3648,403,1.0
3648,3677,1.0
3648,1295,1.0
606,268,1.0
606,1989,1.0
606,3648,1.0
